Security Code,Issuer Name,Security Id,Security Name,Status,Group,Face Value,ISIN No,Industry,Instrument
500002,,ABB,ABB India Limited,Active,A ,2.00,INE117A01022,Heavy Electrical Equipment,Equity
500003,,AEGISLOG,AEGIS LOGISTICS LTD.,Active,A ,1.00,INE208C01025,Oil Marketing & Distribution,Equity
500008,,AMARAJABAT,AMARA RAJA BATTERIES LTD.,Active,A ,1.00,INE885A01032,Auto Parts & Equipment,Equity
500010,,HDFC,HOUSING DEVELOPMENT FINANCE CORP.LTD.,Active,A ,2.00,INE001A01036,Housing Finance ,Equity
500020,,BOMDYEING,BOMBAY DYEING & MFG.CO.LTD.,Active,A ,2.00,INE032A01023,Textiles,Equity
500027,,ATUL,ATUL LTD.,Active,A ,10.00,INE100A01010,Specialty Chemicals,Equity
500031,,BAJAJELEC,BAJAJ ELECTRICALS LTD.-$,Active,A ,2.00,INE193E01025,Household Appliances,Equity
500032,,BAJAJHIND,Bajaj Hindusthan Sugar Limited,Active,A ,1.00,INE306A01021,Sugar,Equity
500033,,FORCEMOT,FORCE MOTORS LTD.-$,Active,A ,10.00,INE451A01017,Cars & Utility Vehicles,Equity
500034,,BAJFINANCE,Bajaj Finance Limited,Active,A ,2.00,INE296A01024,Finance (including NBFCs),Equity
500038,,BALRAMCHIN,BALRAMPUR CHINI MILLS LTD.,Active,A ,1.00,INE119A01028,Sugar,Equity
500040,,CENTURYTEX,CENTURY TEXTILES & INDUSTRIES LTD.,Active,A ,10.00,INE055A01016,Paper & Paper Products,Equity
500041,,BANARISUG,BANNARI AMMAN SUGARS LTD.,Active,A ,10.00,INE459A01010,Sugar,Equity
500042,,BASF,BASF INDIA LTD.,Active,A ,10.00,INE373A01013,Specialty Chemicals,Equity
500043,,BATAINDIA,BATA INDIA LTD.,Active,A ,5.00,INE176A01028,Footwear,Equity
500048,,BEML,BEML LTD.,Active,A ,10.00,INE258A01016,Commercial Vehicles,Equity
500049,,BEL,BHARAT ELECTRONICS LTD.,Active,A ,1.00,INE263A01024,Defence,Equity
500052,,BEPL,BHANSALI ENGINEERING POLYMERS LTD.-$,Active,A ,1.00,INE922A01025,Specialty Chemicals,Equity
500067,,BLUESTARCO,BLUE STAR LTD.,Active,A ,2.00,INE472A01039,Consumer Electronics,Equity
500084,,CESC,CESC LTD.,Active,A ,10.00,INE486A01013,Electric Utilities,Equity
500085,,CHAMBLFERT,CHAMBAL FERTILISERS & CHEMICALS LTD.,Active,A ,10.00,INE085A01013,Fertilizers,Equity
500086,,EXIDEIND,EXIDE INDUSTRIES LTD.,Active,A ,1.00,INE302A01020,Auto Parts & Equipment,Equity
500087,,CIPLA,CIPLA LTD.,Active,A ,2.00,INE059A01026,Pharmaceuticals,Equity
500092,,CRISIL,CRISIL LTD.,Active,A ,1.00,INE007A01025,Other Financial Services,Equity
500096,,DABUR,DABUR INDIA LTD.,Active,A ,1.00,INE016A01026,Personal Products,Equity
500097,,DALMIASUG,Dalmia Bharat Sugar and Industries Ltd,Active,A ,2.00,INE495A01022,Sugar,Equity
500101,,ARVIND,ARVIND LTD.,Active,A ,10.00,INE034A01011,Textiles,Equity
500103,,BHEL,BHARAT HEAVY ELECTRICALS LTD.,Active,A ,2.00,INE257A01026,Heavy Electrical Equipment,Equity
500104,,HINDPETRO*,HINDUSTAN PETROLEUM CORPORATION LTD.,Active,A ,10.00,INE094A01015,Refineries/ Petro-Products,Equity
500106,,IFCI,IFCI LTD.,Active,A ,10.00,INE039A01010,Financial Institutions,Equity
500109,,MRPL,MANGALORE REFINERY & PETROCHEMICALS LTD.,Active,A ,10.00,INE103A01014,Refineries/ Petro-Products,Equity
500110,,CHENNPETRO,CHENNAI PETROLEUM CORPORATION LTD.,Active,A ,10.00,INE178A01016,Refineries/ Petro-Products,Equity
500112,,SBIN,STATE BANK OF INDIA,Active,A ,1.00,INE062A01020,Banks,Equity
500113,,SAIL,STEEL AUTHORITY OF INDIA LTD.,Active,A ,10.00,INE114A01011,Iron & Steel/Interm.Products,Equity
500114,,TITAN,Titan Company Limited,Active,A ,1.00,INE280A01028,Other Apparels & Accessories,Equity
500116,,IDBI,IDBI BANK LTD.,Active,A ,10.00,INE008A01015,Banks,Equity
500119,,DHAMPURSUG,DHAMPUR SUGAR MILLS LTD.,Active,A ,10.00,INE041A01016,Sugar,Equity
500123,,ELANTAS,ELANTAS BECK INDIA LTD.-$,Active,A ,10.00,INE280B01018,Commodity Chemicals,Equity
500124,,DRREDDY,DR.REDDY&#39;S LABORATORIES LTD.,Active,A ,5.00,INE089A01023,Pharmaceuticals,Equity
500125,,EIDPARRY,E.I.D.-PARRY (INDIA) LTD.,Active,A ,1.00,INE126A01031,Sugar,Equity
500126,,PGHL,Procter & Gamble Health Ltd,Active,A ,10.00,INE199A01012,Pharmaceuticals,Equity
500133,,ESABINDIA,ESAB INDIA LTD.,Active,A ,10.00,INE284A01012,Other Industrial Goods,Equity
500135,,EPL,EPL Ltd,Active,A ,2.00,INE255A01020,Containers & Packaging,Equity
500144,,FINCABLES,FINOLEX CABLES LTD.,Active,A ,2.00,INE235A01022,Other Elect.Equip./ Prod.,Equity
500148,,UFLEX,UFLEX LTD.,Active,A ,10.00,INE516A01017,Containers & Packaging,Equity
500163,,GODFRYPHLP,GODFREY PHILLIPS INDIA LTD.,Active,A ,2.00,INE260B01028,Cigarettes-Tobacco Products,Equity
500164,,GODREJIND,GODREJ INDUSTRIES LTD.,Active,A ,1.00,INE233A01035,Commodity Chemicals,Equity
500165,,KANSAINER,KANSAI NEROLAC PAINTS LTD.,Active,A ,1.00,INE531A01024,Furniture-Furnishing-Paints,Equity
500168,,GOODYEAR,GOODYEAR INDIA LTD.,Active,A ,10.00,INE533A01012,Auto Tyres & Rubber Products,Equity
500171,,GHCL,GHCL LTD.,Active,A ,10.00,INE539A01019,Commodity Chemicals,Equity
500180,,HDFCBANK,HDFC Bank Ltd,Active,A ,1.00,INE040A01034,Banks,Equity
500182,,HEROMOTOCO,HERO MOTOCORP LTD.,Active,A ,2.00,INE158A01026,2/3 Wheelers,Equity
500183,,HFCL,HFCL Ltd,Active,A ,1.00,INE548A01028,Telecom Cables,Equity
500184,,HSCL,Himadri Speciality Chemical Ltd,Active,A ,1.00,INE019C01026,Specialty Chemicals,Equity
500185,,HCC,HINDUSTAN CONSTRUCTION CO.LTD.,Active,A ,1.00,INE549A01026,Construction & Engineering,Equity
500186,,HINDOILEXP,HINDUSTAN OIL EXPLORATION CO.LTD.,Active,A ,10.00,INE345A01011,Exploration & Production,Equity
500188,,HINDZINC,HINDUSTAN ZINC LTD.,Active,A ,2.00,INE267A01025,Zinc,Equity
500201,,INDIAGLYCO,INDIA GLYCOLS LTD.,Active,A ,10.00,INE560A01015,Commodity Chemicals,Equity
500209,,INFY,INFOSYS LTD.,Active,A ,5.00,INE009A01021,IT Consulting & Software,Equity
500210,,INGERRAND,INGERSOLL-RAND (INDIA) LTD.,Active,A ,10.00,INE177A01018,Industrial Machinery,Equity
500214,,IONEXCHANG,ION EXCHANGE (INDIA) LTD.-$,Active,A ,10.00,INE570A01014,Industrial Machinery,Equity
500215,,ATFL,AGRO TECH FOODS LTD.,Active,A ,10.00,INE209A01019,Other Agricultural Products,Equity
500219,,JISLJALEQS,JAIN IRRIGATION SYSTEMS LTD.,Active,A ,2.00,INE175A01038,Plastic Products,Equity
500227,,JINDALPOLY,JINDAL POLY FILMS LTD.,Active,A ,10.00,INE197D01010,Containers & Packaging,Equity
500228,,JSWSTEEL,JSW STEEL LTD.,Active,A ,1.00,INE019A01038,Iron & Steel/Interm.Products,Equity
500233,,KAJARIACER,KAJARIA CERAMICS LTD.,Active,A ,1.00,INE217B01036,Furniture-Furnishing-Paints,Equity
500235,,KSL,KALYANI STEELS LTD.,Active,A ,5.00,INE907A01026,Iron & Steel/Interm.Products,Equity
500238,,WHIRLPOOL,WHIRLPOOL OF INDIA LTD.,Active,A ,10.00,INE716A01013,Consumer Electronics,Equity
500247,,KOTAKBANK,KOTAK MAHINDRA BANK LTD.,Active,A ,5.00,INE237A01028,Banks,Equity
500249,,KSB,KSB Ltd,Active,A ,10.00,INE999A01015,Industrial Machinery,Equity
500250,,LGBBROSLTD,L.G.BALAKRISHNAN & BROS.LTD.,Active,A ,10.00,INE337A01034,Auto Parts & Equipment,Equity
500251,,TRENT,TRENT LTD.,Active,A ,1.00,INE849A01020,Specialty Retail,Equity
500252,,LAXMIMACH,LAKSHMI MACHINE WORKS LTD.,Active,A ,10.00,INE269B01029,Industrial Machinery,Equity
500253,,LICHSGFIN,LIC HOUSING FINANCE LTD.,Active,A ,2.00,INE115A01026,Housing Finance ,Equity
500257,,LUPIN,LUPIN LTD.,Active,A ,2.00,INE326A01037,Pharmaceuticals,Equity
500260,,RAMCOCEM,The Ramco Cements Limited,Active,A ,1.00,INE331A01037,Cement & Cement Products,Equity
500265,,MAHSEAMLES,MAHARASHTRA SEAMLESS LTD.,Active,A ,5.00,INE271B01025,Construction & Engineering,Equity
500266,,MAHSCOOTER,MAHARASHTRA SCOOTERS LTD.,Active,A ,10.00,INE288A01013,Investment Companies,Equity
500271,,MFSL,Max Financial Services Ltd,Active,A ,2.00,INE180A01020,Life Insurance,Equity
500285,,SPICEJET,SPICEJET LTD.,Active,A ,10.00,INE285B01017,Airlines,Equity
500288,,MOREPENLAB,MOREPEN LABORATORIES LTD.,Active,A ,2.00,INE083A01026,Pharmaceuticals,Equity
500290,,MRF,MRF LTD.,Active,A ,10.00,INE883A01011,Auto Tyres & Rubber Products,Equity
500292,,HEIDELBERG,HEIDELBERGCEMENT INDIA LTD.,Active,A ,10.00,INE578A01017,Cement & Cement Products,Equity
500294,,NCC,NCC Limited,Active,A ,2.00,INE868B01028,Construction & Engineering,Equity
500295,,VEDL,Vedanta Limited,Active,A ,1.00,INE205A01025,Aluminium,Equity
500298,,NATPEROX,NATIONAL PEROXIDE LTD.,Active,A ,10.00,INE585A01020,Commodity Chemicals,Equity
500300,,GRASIM,GRASIM INDUSTRIES LTD.,Active,A ,2.00,INE047A01021,Cement & Cement Products,Equity
500302,,PEL,PIRAMAL ENTERPRISES LTD.,Active,A ,2.00,INE140A01024,Other Financial Services,Equity
500304,,NIITLTD,NIIT LTD.,Active,A ,2.00,INE161A01038,IT Training Services,Equity
500307,,NIRLON,NIRLON LTD.,Active,A ,10.00,INE910A01012,Diversified Commercial Services,Equity
500312,,ONGC,Oil and Natural Gas Corporation Ltd,Active,A ,5.00,INE213A01029,Exploration & Production,Equity
500325,,RELIANCE,RELIANCE INDUSTRIES LTD.,Active,A ,10.00,INE002A01018,Integrated Oil & Gas,Equity
500330,,RAYMOND,RAYMOND LTD.,Active,A ,10.00,INE301A01014,Textiles,Equity
500331,,PIDILITIND,PIDILITE INDUSTRIES LTD.,Active,A ,1.00,INE318A01026,Specialty Chemicals,Equity
500335,,BIRLACORPN,BIRLA CORPORATION LTD.,Active,A ,10.00,INE340A01012,Cement & Cement Products,Equity
500336,,SURYAROSNI,SURYA ROSHNI LTD.,Active,A ,10.00,INE335A01012,Diversified,Equity
500338,,PRSMJOHNSN,Prism Johnson Ltd,Active,A ,10.00,INE010A01011,Cement & Cement Products,Equity
500339,,RAIN,Rain Industries Ltd,Active,A ,2.00,INE855B01025,Petrochemicals,Equity
500355,,RALLIS,RALLIS INDIA LTD.,Active,A ,1.00,INE613A01020,Agrochemicals,Equity
500378,,JINDALSAW,JINDAL SAW LTD.,Active,A ,2.00,INE324A01024,Construction & Engineering,Equity
500380,,JKLAKSHMI,JK LAKSHMI CEMENT LTD.,Active,A ,5.00,INE786A01032,Cement & Cement Products,Equity
500387,,SHREECEM,SHREE CEMENT LTD.,Active,A ,10.00,INE070A01015,Cement & Cement Products,Equity
500390,,RELINFRA,RELIANCE INFRASTRUCTURE LTD.,Active,A ,10.00,INE036A01016,Electric Utilities,Equity
500400,,TATAPOWER,TATA POWER CO.LTD.,Active,A ,1.00,INE245A01021,Electric Utilities,Equity
500403,,SUNDRMFAST,SUNDRAM FASTENERS LTD.,Active,A ,1.00,INE387A01021,Auto Parts & Equipment,Equity
500404,,SUNFLAG,SUNFLAG IRON & STEEL CO.LTD.,Active,A ,10.00,INE947A01014,Iron & Steel/Interm.Products,Equity
500405,,SUPPETRO,SUPREME PETROCHEM LTD.,Active,A ,10.00,INE663A01017,Petrochemicals,Equity
500407,,SWARAJENG,SWARAJ ENGINES LTD.,Active,A ,10.00,INE277A01016,Auto Parts & Equipment,Equity
500408,,TATAELXSI,TATA ELXSI LTD.,Active,A ,10.00,INE670A01012,IT Software Products,Equity
500410,,ACC,ACC LTD.,Active,A ,10.00,INE012A01025,Cement & Cement Products,Equity
500411,,THERMAX,THERMAX LTD.,Active,A ,2.00,INE152A01029,Heavy Electrical Equipment,Equity
500412,,TIRUMALCHM,THIRUMALAI CHEMICALS LTD.,Active,A ,1.00,INE338A01024,Commodity Chemicals,Equity
500413,,THOMASCOOK,THOMAS COOK (INDIA) LTD.,Active,A ,1.00,INE332A01027,Travel Support Services,Equity
500420,,TORNTPHARM,TORRENT PHARMACEUTICALS LTD.,Active,A ,5.00,INE685A01028,Pharmaceuticals,Equity
500425,,AMBUJACEM,AMBUJA CEMENTS LTD.,Active,A ,2.00,INE079A01024,Cement & Cement Products,Equity
500440,,HINDALCO,HINDALCO INDUSTRIES LTD.,Active,A ,1.00,INE038A01020,Aluminium,Equity
500444,,WSTCSTPAPR,WEST COAST PAPER MILLS LTD.,Active,A ,2.00,INE976A01021,Paper & Paper Products,Equity
500459,,PGHH,PROCTER & GAMBLE HYGIENE & HEALTH CARE LTD.,Active,A ,10.00,INE179A01014,Personal Products,Equity
500469,,FEDERALBNK,FEDERAL BANK LTD.,Active,A ,2.00,INE171A01029,Banks,Equity
500470,,TATASTEEL,TATA STEEL LTD.,Active,A ,10.00,INE081A01012,Iron & Steel/Interm.Products,Equity
500472,,SKFINDIA,SKF India Ltd,Active,A ,10.00,INE640A01023,Other Industrial Goods,Equity
500477,,ASHOKLEY,ASHOK LEYLAND LTD.,Active,A ,1.00,INE208A01029,Commercial Vehicles,Equity
500480,,CUMMINSIND,CUMMINS INDIA LTD.,Active,A ,2.00,INE298A01020,Industrial Machinery,Equity
500483,,TATACOMM,TATA COMMUNICATIONS LTD.,Active,A ,10.00,INE151A01013,Telecom - Alternate Carriers,Equity
500488,,ABBOTINDIA,ABBOTT INDIA LTD.,Active,A ,10.00,INE358A01014,Pharmaceuticals,Equity
500490,,BAJAJHLDNG,BAJAJ HOLDINGS & INVESTMENT LTD.,Active,A ,10.00,INE118A01012,Holding Companies,Equity
500493,,BHARATFORG,BHARAT FORGE LTD.,Active,A ,2.00,INE465A01025,Other Industrial Products,Equity
500495,,ESCORTS,ESCORTS LTD.,Active,A ,10.00,INE042A01014,Commercial Vehicles,Equity
500510,,LT,LARSEN & TOUBRO LTD.,Active,A ,2.00,INE018A01030,Construction & Engineering,Equity
500520,,M&M,MAHINDRA & MAHINDRA LTD.,Active,A ,5.00,INE101A01026,Cars & Utility Vehicles,Equity
500530,,BOSCHLTD,BOSCH LTD.,Active,A ,10.00,INE323A01026,Auto Parts & Equipment,Equity
500547,,BPCL,BHARAT PETROLEUM CORPORATION LTD.,Active,A ,10.00,INE029A01011,Refineries/ Petro-Products,Equity
500550,,SIEMENS,SIEMENS LTD.,Active,A ,2.00,INE003A01024,Heavy Electrical Equipment,Equity
500570,,TATAMOTORS,TATA MOTORS LTD.,Active,A ,2.00,INE155A01022,Commercial Vehicles,Equity
500575,,VOLTAS,VOLTAS LTD.,Active,A ,1.00,INE226A01021,Consumer Electronics,Equity
500620,,GESHIP,GREAT EASTERN SHIPPING CO.LTD.,Active,A ,10.00,INE017A01032,Shipping,Equity
500645,,DEEPAKFERT,DEEPAK FERTILISERS & PETROCHEMICALS CORPORATION LTD.,Active,A ,10.00,INE501A01019,Commodity Chemicals,Equity
500650,,EXCELINDUS,EXCEL INDUSTRIES LTD.,Active,A ,5.00,INE369A01029,Specialty Chemicals,Equity
500660,,GLAXO,GLAXOSMITHKLINE PHARMACEUTICALS LTD.,Active,A ,10.00,INE159A01016,Pharmaceuticals,Equity
500670,,GNFC,GUJARAT NARMADA VALLEY FERTILIZERS & CHEMICALS LTD.,Active,A ,10.00,INE113A01013,Fertilizers,Equity
500672,,NOVARTIND,NOVARTIS INDIA LTD.,Active,A ,5.00,INE234A01025,Pharmaceuticals,Equity
500674,,SANOFI,Sanofi India Ltd,Active,A ,10.00,INE058A01010,Pharmaceuticals,Equity
500680,,PFIZER,PFIZER LTD.,Active,A ,10.00,INE182A01018,Pharmaceuticals,Equity
500690,,GSFC,GUJARAT STATE FERTILIZERS & CHEMICALS LTD.,Active,A ,2.00,INE026A01025,Fertilizers,Equity
500696,,HINDUNILVR,HINDUSTAN UNILEVER LTD.,Active,A ,1.00,INE030A01027,Personal Products,Equity
500710,,AKZOINDIA,Akzo Nobel India Limited,Active,A ,10.00,INE133A01011,Furniture-Furnishing-Paints,Equity
500730,,NOCIL,NOCIL LTD.,Active,A ,10.00,INE163A01018,Specialty Chemicals,Equity
500770,,TATACHEM,TATA CHEMICALS LTD.,Active,A ,10.00,INE092A01019,Commodity Chemicals,Equity
500790,,NESTLEIND,NESTLE INDIA LTD.,Active,A ,10.00,INE239A01016,Packaged Foods,Equity
500800,,TATACONSUM,Tata Consumer Products Ltd,Active,A ,1.00,INE192A01025,Tea & Coffee,Equity
500820,,ASIANPAINT,ASIAN PAINTS LTD.,Active,A ,1.00,INE021A01026,Furniture-Furnishing-Paints,Equity
500825,,BRITANNIA,BRITANNIA INDUSTRIES LTD.,Active,A ,1.00,INE216A01030,Packaged Foods,Equity
500830,,COLPAL,COLGATE-PALMOLIVE (INDIA) LTD.,Active,A ,1.00,INE259A01022,Personal Products,Equity
500840,,EIHOTEL,EIH LTD.,Active,A ,2.00,INE230A01023,Hotels,Equity
500850,,INDHOTEL,INDIAN HOTELS CO.LTD.,Active,A ,1.00,INE053A01029,Hotels,Equity
500870,,CASTROLIND,CASTROL INDIA LTD.,Active,A ,5.00,INE172A01027,Oil Marketing & Distribution,Equity
500875,,ITC,ITC LTD.,Active,A ,1.00,INE154A01025,Cigarettes-Tobacco Products,Equity
500877,,APOLLOTYRE,APOLLO TYRES LTD.,Active,A ,1.00,INE438A01022,Auto Tyres & Rubber Products,Equity
500878,,CEATLTD,CEAT LTD.,Active,A ,10.00,INE482A01020,Auto Tyres & Rubber Products,Equity
500940,,FINOLEXIND,FINOLEX INDUSTRIES LTD.,Active,A ,10.00,INE183A01016,Plastic Products,Equity
501301,,TATAINVEST,TATA INVESTMENT CORPORATION LTD.,Active,A ,10.00,INE672A01018,Holding Companies,Equity
501425,,BBTC,BOMBAY BURMAH TRADING CORP.LTD.,Active,A ,2.00,INE050A01025,Tea & Coffee,Equity
501455,,GREAVESCOT,GREAVES COTTON LTD.,Active,A ,2.00,INE224A01026,Industrial Machinery,Equity
502090,,SAGCEM,SAGAR CEMENTS LTD.-$,Active,A ,10.00,INE229C01013,Cement & Cement Products,Equity
502157,,MANGLMCEM,MANGALAM CEMENT LTD.,Active,A ,10.00,INE347A01017,Cement & Cement Products,Equity
502168,,NCLIND,NCL INDUSTRIES LTD.-$,Active,A ,10.00,INE732C01016,Cement & Cement Products,Equity
502219,,BORORENEW,Borosil Renewables Ltd,Active,A ,1.00,INE666D01022,Houseware,Equity
502355,,BALKRISIND,BALKRISHNA INDUSTRIES LTD.-$,Active,A ,2.00,INE787D01026,Auto Tyres & Rubber Products,Equity
502450,,SESHAPAPER,SESHASAYEE PAPER & BOARDS LTD.,Active,A ,2.00,INE630A01024,Paper & Paper Products,Equity
502986,,VTL,VARDHMAN TEXTILES LTD.,Active,A ,10.00,INE825A01012,Textiles,Equity
503100,,PHOENIXLTD,The Phoenix Mills Ltd,Active,A ,2.00,INE211B01039,Realty,Equity
503310,,SWANENERGY,SWAN ENERGY LTD.,Active,A ,1.00,INE665A01038,Textiles,Equity
503806,,SRF,SRF LTD.,Active,A ,10.00,INE647A01010,Diversified,Equity
503960,,BBL,BHARAT BIJLEE LTD.-$,Active,A ,10.00,INE464A01028,Other Elect.Equip./ Prod.,Equity
504067,,ZENSARTECH,ZENSAR TECHNOLOGIES LTD.,Active,A ,2.00,INE520A01027,IT Consulting & Software,Equity
504112,,NELCO,NELCO LTD.,Active,A ,10.00,INE045B01015,IT Networking Equipment,Equity
504741,,INDIANHUME,INDIAN HUME PIPE CO.LTD.,Active,A ,2.00,INE323C01030,Cement & Cement Products,Equity
504966,,TINPLATE,TINPLATE COMPANY OF INDIA LTD.,Active,A ,10.00,INE422C01014,Containers & Packaging,Equity
504973,,CHOLAHLDNG,Cholamandalam Financial Holdings Ltd,Active,A ,1.00,INE149A01033,Holding Companies,Equity
505010,,AUTOAXLES,AUTOMOTIVE AXLES LTD.,Active,A ,10.00,INE449A01011,Auto Parts & Equipment,Equity
505192,,SMLISUZU,SML ISUZU LIMITED,Active,A ,10.00,INE294B01019,Commercial Vehicles,Equity
505200,,EICHERMOT,EICHER MOTORS LTD.,Active,A ,1.00,INE066A01021,2/3 Wheelers,Equity
505255,,GMM,GMM PFAUDLER LTD.,Active,A ,2.00,INE541A01023,Industrial Machinery,Equity
505355,,NESCO,NESCO LTD.,Active,A ,2.00,INE317F01035,Diversified Commercial Services,Equity
505509,,RESPONIND,RESPONSIVE INDUSTRIES LTD.,Active,A ,1.00,INE688D01026,Furniture-Furnishing-Paints,Equity
505533,,WESTLIFE,WESTLIFE DEVELOPMENT LTD.,Active,A ,2.00,INE274F01020,Restaurants,Equity
505537,,ZEEL,ZEE ENTERTAINMENT ENTERPRISES LTD.,Active,A ,1.00,INE256A01028,Broadcasting & Cable TV,Equity
505714,,GABRIEL,GABRIEL INDIA LTD.-$,Active,A ,1.00,INE524A01029,Auto Parts & Equipment,Equity
505726,,IFBIND,IFB INDUSTRIES LTD.,Active,A ,10.00,INE559A01017,Household Appliances,Equity
505744,,FMGOETZE,FEDERAL-MOGUL GOETZE (INDIA) LTD.,Active,A ,10.00,INE529A01010,Auto Parts & Equipment,Equity
505790,,SCHAEFFLER,Schaeffler India Ltd,Active,A ,10.00,INE513A01014,Industrial Machinery,Equity
505800,,RANEHOLDIN,RANE HOLDINGS LTD.,Active,A ,10.00,INE384A01010,Auto Parts & Equipment,Equity
505890,,KENNAMET,KENNAMETAL INDIA LTD.-$,Active,A ,10.00,INE717A01029,Industrial Machinery,Equity
506022,,PRAKASH,PRAKASH INDUSTRIES LTD.,Active,A ,10.00,INE603A01013,Iron & Steel/Interm.Products,Equity
506076,,GRINDWELL,GRINDWELL NORTON LTD.-$,Active,A ,5.00,INE536A01023,Other Industrial Products,Equity
506197,,BLISSGVS,BLISS GVS PHARMA LTD.,Active,A ,1.00,INE416D01022,Pharmaceuticals,Equity
506235,,ALEMBICLTD,ALEMBIC LTD.,Active,A ,2.00,INE426A01027,Pharmaceuticals,Equity
506285,,BAYERCROP,BAYER CROPSCIENCE LTD.,Active,A ,10.00,INE462A01022,Agrochemicals,Equity
506390,,CLNINDIA,CLARIANT CHEMICALS (INDIA) LTD.,Active,A ,10.00,INE492A01029,Specialty Chemicals,Equity
506395,,COROMANDEL,COROMANDEL INTERNATIONAL LTD.,Active,A ,1.00,INE169A01031,Fertilizers,Equity
506401,,DEEPAKNI,DEEPAK NITRITE LTD.-$,Active,A ,2.00,INE288B01029,Commodity Chemicals,Equity
506579,,ORIENTCQ,ORIENTAL CARBON & CHEMICALS LTD.-$,Active,A ,10.00,INE321D01016,Commodity Chemicals,Equity
506590,,PHILIPCARB,PHILLIPS CARBON BLACK LTD.,Active,A ,2.00,INE602A01023,Carbon Black,Equity
506655,,SUDARSCHEM,SUDARSHAN CHEMICAL INDUSTRIES LTD.,Active,A ,2.00,INE659A01023,Specialty Chemicals,Equity
506690,,UNICHEMLAB,UNICHEM LABORATORIES LTD.,Active,A ,2.00,INE351A01035,Pharmaceuticals,Equity
506767,,ALKYLAMINE,ALKYL AMINES CHEMICALS LTD.-$,Active,A ,5.00,INE150B01021,Specialty Chemicals,Equity
506820,,ASTRAZEN,ASTRAZENECA PHARMA INDIA LTD.,Active,A ,2.00,INE203A01020,Pharmaceuticals,Equity
506943,,JBCHEPHARM,J.B.CHEMICALS & PHARMACEUTICALS LTD.,Active,A ,2.00,INE572A01028,Pharmaceuticals,Equity
507685,,WIPRO,WIPRO LTD.,Active,A ,2.00,INE075A01022,IT Consulting & Software,Equity
507717,,DHANUKA,DHANUKA AGRITECH LTD.,Active,A ,2.00,INE435G01025,Agrochemicals,Equity
507815,,GILLETTE,GILLETTE INDIA LTD.,Active,A ,10.00,INE322A01010,Personal Products,Equity
507880,,VIPIND,V.I.P.INDUSTRIES LTD.-$,Active,A ,2.00,INE054A01027,Other Apparels & Accessories,Equity
508486,,HAWKINCOOK,HAWKINS COOKERS LTD.-$,Active,A ,10.00,INE979B01015,Houseware,Equity
508814,,COSMOFILMS,COSMO FILMS LTD.,Active,A ,10.00,INE757A01017,Containers & Packaging,Equity
508869,,APOLLOHOSP,APOLLO HOSPITALS ENTERPRISE LTD.,Active,A ,5.00,INE437A01024,Healthcare Facilities,Equity
508989,,NAVNETEDUL,Navneet Education Limited,Active,A ,2.00,INE060A01024,Publishing,Equity
509243,,TVSSRICHAK,TVS SRICHAKRA LTD.-$,Active,A ,10.00,INE421C01016,Auto Tyres & Rubber Products,Equity
509480,,BERGEPAINT,BERGER PAINTS INDIA LTD.,Active,A ,1.00,INE463A01038,Furniture-Furnishing-Paints,Equity
509488,,GRAPHITE,GRAPHITE INDIA LTD.,Active,A ,2.00,INE371A01025,Other Industrial Goods,Equity
509496,,ITDCEM,ITD CEMENTATION INDIA LTD.,Active,A ,1.00,INE686A01026,Construction & Engineering,Equity
509557,,GARFIBRES,Garware Technical Fibres Ltd,Active,A ,10.00,INE276A01018,Textiles,Equity
509631,,HEG,HEG LTD.,Active,A ,10.00,INE545A01016,Other Industrial Goods,Equity
509675,,HIL,HIL LTD.,Active,A ,10.00,INE557A01011,Cement & Cement Products,Equity
509820,,HUHTAMAKI,Huhtamaki India Ltd,Active,A ,2.00,INE275B01026,Containers & Packaging,Equity
509930,,SUPREMEIND,SUPREME INDUSTRIES LTD.,Active,A ,2.00,INE195A01028,Plastic Products,Equity
509966,,VSTIND,VST INDUSTRIES LTD.,Active,A ,10.00,INE710A01016,Cigarettes-Tobacco Products,Equity
511196,,CANFINHOME,CAN FIN HOMES LTD.,Active,A ,2.00,INE477A01020,Housing Finance ,Equity
511218,,SRTRANSFIN,SHRIRAM TRANSPORT FINANCE CO.LTD.,Active,A ,10.00,INE721A01013,Finance (including NBFCs),Equity
511243,,CHOLAFIN,Cholamandalam Investment and Finance Company Ltd,Active,A ,2.00,INE121A01024,Finance (including NBFCs),Equity
511431,,VAKRANGEE,Vakrangee Limited-$,Active,A ,1.00,INE051B01021,Specialty Retail,Equity
511676,,GICHSGFIN,GIC HOUSING FINANCE LTD.,Active,A ,10.00,INE289B01019,Housing Finance ,Equity
512070,,UPL,UPL Limited,Active,A ,2.00,INE628A01036,Agrochemicals,Equity
512179,,SUNTECK,SUNTECK REALTY LTD.,Active,A ,1.00,INE805D01034,Realty,Equity
512237,,JAICORPLTD,JAI CORP LTD.,Active,A ,1.00,INE070D01027,Plastic Products,Equity
512529,,SEQUENT,SEQUENT SCIENTIFIC LTD.,Active,A ,2.00,INE807F01027,Pharmaceuticals,Equity
512573,,AVANTI,AVANTI FEEDS LTD.-$,Active,A ,1.00,INE871C01038,Other Food Products,Equity
512599,,ADANIENT,ADANI ENTERPRISES LTD.,Active,A ,1.00,INE423A01024,Comm.Trading  & Distribution,Equity
